,drugbank_id,drugname,canonical
202,DB00468,QUININE,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
203,DB00470,DRONABINOL,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O
204,DB00471,MONTELUKAST,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
205,DB00472,FLUOXETINE,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
206,DB00477,CHLORPROMAZINE,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
207,DB00480,LENALIDOMIDE,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
208,DB00481,RALOXIFENE HYDROCHLORIDE,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
209,DB00482,CELECOXIB,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
210,DB00484,BRIMONIDINE TARTRATE,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br
211,DB00485,DICLOXACILLIN,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
212,DB00491,MIGLITOL,C1C(C(C(C(N1CCO)CO)O)O)O
213,DB00492,FOSINOPRIL,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3
214,DB00493,CEFOTAXIME,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O
215,DB00495,ZIDOVUDINE,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
216,DB00499,FLUTAMIDE,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
217,DB00499,METHOXYCHLOR,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
218,DB00501,CILOSTAZOL,CC1=C(N=CN1)CSCCNC(=NC)NC#N
219,DB00501,CIMETIDINE,CC1=C(N=CN1)CSCCNC(=NC)NC#N
220,DB00502,HALOPERIDOL,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
221,DB00503,RITONAVIR,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
222,DB00512,VANCOMYCIN,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
223,DB00514,DEXTROMETHORPHAN,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
224,DB00515,CISPLATIN,[NH2-].[NH2-].[Cl-].[Cl-].[Pt+4]
225,DB00518,ALBENDAZOLE,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
226,DB00519,INDOLAPRIL,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
227,DB00519,TRANDOLAPRIL,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
228,DB00523,ALITRETINOIN,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
229,DB00523,TRETINOIN,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
230,DB00526,OXALIPLATIN,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)[O-])[O-].[Pt+4]
231,DB00530,ERLOTINIB HYDROCHLORIDE,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
232,DB00531,CYCLOPHOSPHAMIDE,C1CNP(=O)(OC1)N(CCCl)CCCl
233,DB00533,ROFECOXIB,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3
234,DB00537,CIPROFLOXACIN,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
235,DB05488,CIPROFLOXACIN,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
236,DB00539,TOREMIFENE,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3
237,DB00540,NORTRIPTYLINE,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
238,DB00541,VINCRISTINE,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
239,DB00542,BENAZEPRIL,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O
240,DB00544,FLUOROURACIL,C1=C(C(=O)NC(=O)N1)F
241,DB00545,PYRIDOSTIGMINE BROMIDE,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
242,DB00547,DESLORATADINE,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C
243,DB00549,ZAFIRLUKAST,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
244,DB00550,PROPYLTHIOURACIL,CCCC1=CC(=O)NC(=S)N1
245,DB00551,ACETIC ACID,CC(=O)NO
246,DB00553,METHOXSALEN,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
247,DB00554,LIDOCAINE,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
248,DB00554,PIROXICAM,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
249,DB00557,HYDROXYZINE,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
250,DB00559,BOSENTAN,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
251,DB00560,TIGECYCLINE,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
252,DB00563,METHOTREXATE,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
253,DB00564,CAPTOPRIL,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
254,DB00564,CARBAMAZEPINE,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
255,DB00566,SUCCIMER,C(C(C(=O)O)S)(C(=O)O)S
256,DB00570,VINBLASTINE,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
257,DB00571,KOJIC ACID,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
258,DB00571,PROPRANOLOL,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
259,DB00572,ATROPINE,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
260,DB00573,FENOPROFEN,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
261,DB00573,NSC 23766,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
262,DB00575,CLONIDINE,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
263,DB00580,VALDECOXIB,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
264,DB00581,LACTULOSE,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
265,DB00583,CARNITINE,C[N+](C)(C)CC(CC(=O)[O-])O
266,DB00584,ENALAPRIL,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O
267,DB00584,ENALAPRILAT,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O
268,DB00586,DICLOFENAC,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
269,DB00588,FLUTICASONE,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
270,DB00592,PIPERAZINE,C1CNCCN1
271,DB00594,AMILORIDE,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
272,DB00595,OXYTETRACYCLINE,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
273,DB00598,LABETALOL,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
274,DB00599,THIOPENTAL,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC
275,DB00602,IVERMECTIN,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C.CC1CCC2(CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)OC1C(C)C
276,DB00603,MEDROXYPROGESTERONE ACETATE,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C
277,DB00605,SULINDAC,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
278,DB00607,NAFCILLIN,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
279,DB00608,CHLOROQUINE,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
280,DB00608,CHLOROQUINE DIPHOSPHATE,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
281,DB00609,ETHIONAMIDE,CCC1=NC=CC(=C1)C(=S)N
282,DB00612,BISOPROLOL,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
283,DB00618,DEMECLOCYCLINE,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O
284,DB00619,IMATINIB MESYLATE,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
285,DB00620,TRIAMCINOLONE,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
286,DB00620,TRIAMCINOLONE ACETONIDE,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
287,DB00622,NICARDIPINE,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
288,DB00624,TESTOSTERONE,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
289,DB00624,TESTOSTERONE ENANTHATE,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
290,DB00625,EFAVIRENZ,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
291,DB00627,NIACIN,C1=CC(=CN=C1)C(=O)O
292,DB00627,NIACINAMIDE,C1=CC(=CN=C1)C(=O)O
293,DB00630,ALENDRONATE,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN
294,DB00631,CLADRIBINE,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N
295,DB00633,DEXMEDETOMIDINE,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C
296,DB00635,CORTISONE,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
297,DB00635,PREDNISONE,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
298,DB00636,CLOFIBRATE,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
299,DB00637,ASTEMIZOLE,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F
300,DB00640,ADENOSINE,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
301,DB00641,SIMVASTATIN,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
302,DB00643,MEBENDAZOLE,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
303,DB00646,NYSTATIN,CC1C=CC=CCCC=CC=CC=CC=CC(CC(C(C(CC(=O)CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)C(=O)O)O)OC2C(C(C(C(O2)C)O)N)O
304,DB00649,STAVUDINE,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO
305,DB00653,MAGNESIUM SULFATE,[O-]S(=O)(=O)[O-].[Mg+2]
306,DB00655,ESTRONE,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
307,DB00657,MECAMYLAMINE,CC1(C2CCC(C2)C1(C)NC)C
308,DB00661,VERAPAMIL,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
309,DB00667,HISTAMINE,C1=C(NC=N1)CCN.OP(=O)(O)O.OP(=O)(O)O
310,DB00668,EPINEPHRINE,CNCC(C1=CC(=C(C=C1)O)O)O
311,DB00668,NOREPINEPHRINE,CNCC(C1=CC(=C(C=C1)O)O)O
312,DB00669,SUMATRIPTAN,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
313,DB00675,TAMOXIFEN,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
314,DB00676,BENZYL BENZOATE,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
315,DB00677,ISOFLUROPHATE,CC(C)OP(=O)(OC(C)C)F
316,DB00678,LOSARTAN,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
317,DB00681,AMPHOTERICIN B,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
318,DB00681,LIPOSOMAL AMPHOTERICIN B,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
319,DB00682,COUMARINS,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
320,DB00682,WARFARIN,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
321,DB00684,TOBRAMYCIN,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
322,DB00685,TROVAFLOXACIN,C1C2C(C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F
323,DB00687,FLUDROCORTISONE,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
324,DB00690,LOPINAVIR,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
325,DB00692,PHENTOLAMINE,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
326,DB00694,DAUNORUBICIN,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O
327,DB00695,FUROSEMIDE,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
328,DB00698,NITROFURANTOIN,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
329,DB00700,EPLERENONE,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC
330,DB00701,AMPRENAVIR,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
331,DB00704,NALTREXONE,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
332,DB00710,IBANDRONIC ACID,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
333,DB00712,FLURBIPROFEN,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
334,DB00714,APOMORPHINE,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
335,DB00715,PAROXETINE,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
336,DB00720,CLODRONIC ACID,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl
337,DB00722,LISINOPRIL,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O
338,DB00724,IMIQUIMOD,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N
339,DB00727,NITROGLYCERIN,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
340,DB00730,THIABENDAZOLE,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
341,DB00736,OMEPRAZOLE,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
342,DB00738,PENTAMIDINE,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
343,DB00740,RILUZOLE,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
344,DB00741,HYDROCORTISONE,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O
345,DB07886,HYDROCORTISONE,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O
346,DB00742,MANNITOL,C(C(C(C(C(CO)O)O)O)O)O
347,DB00744,ZILEUTON,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
348,DB00745,AMBRISENTAN,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
349,DB00746,DEFEROXAMINE,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
350,DB00747,SCOPOLAMINE,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
351,DB00751,EPINASTINE,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N
352,DB00751,STATTIC,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N
353,DB00753,ISOFLURANE,C(C(F)(F)F)(OC(F)F)Cl
354,DB00755,ALITRETINOIN,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
355,DB00755,ALLICIN,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
356,DB00755,ISOTRETINOIN,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
357,DB00755,TRETINOIN,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
358,DB00758,CLOPIDOGREL,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
359,DB00759,TETRACYCLINE,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
360,DB00761,POTASSIUM CHLORIDE,[Cl-].[K+]
361,DB00762,IRINOTECAN,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
362,DB00763,MERCAPTOPURINE,CN1C=CNC1=S
363,DB00763,METHIMAZOLE,CN1C=CNC1=S
364,DB00764,MOMETASONE FUROATE,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C
365,DB00768,OLOPATADINE HYDROCHLORIDE,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
366,DB00770,ALPROSTADIL,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O
367,DB00772,MALATHION,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
368,DB00773,ETOPOSIDE,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
369,DB00778,ROXITHROMYCIN,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
370,DB00779,NALIDIXIC ACID,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
371,DB00781,POLYMYXIN B,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O
372,DB00783,ESTRADIOL,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
373,DB00784,MEFENAMIC ACID,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
374,DB00788,NAPROXEN,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
375,DB08298,NAPROXEN,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
376,DB00790,PERINDOPRIL,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O
377,DB00796,CANDESARTAN,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O
378,DB00796,CANDESARTAN CILEXETIL,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O
379,DB00798,GENTAMICINS,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
380,DB00800,PERIFOSINE,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
381,DB00803,COLISTIN,CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)C(C)O
382,DB00806,PENTOXIFYLLINE,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
383,DB00811,RIBAVIRIN,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
384,DB00812,PHENYLBUTAZONE,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
385,DB00813,FENTANYL,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
386,DB00813,PEMETREXED,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
387,DB00814,MELOXICAM,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
388,DB00815,SODIUM DODECYL SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
389,DB00818,PROPOFOL,CC(C)C1=C(C(=CC=C1)C(C)C)O
390,DB00819,ACETAZOLAMIDE,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
391,DB00820,TADALAFIL,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
392,DB00822,DISULFIRAM,CCN(CC)C(=S)SSC(=S)N(CC)CC
393,DB00825,MENTHOL,CC1CCC(C(C1)O)C(C)C
394,DB00829,DIAZEPAM,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
395,DB00834,MIFEPRISTONE,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
396,DB00835,TERIFLUNOMIDE,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
397,DB00836,LOPERAMIDE,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
398,DB00841,DOBUTAMINE,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
399,DB00843,DONEPEZIL,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
400,DB00848,LEVAMISOLE,C1CSC2=NC(CN21)C3=CC=CC=C3
401,DB00857,TERBINAFINE,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
402,DB00859,PENICILLAMINE,CC(C)(C(C(=O)O)N)S
403,DB00860,PREDNISOLONE,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
404,DB00860,PREDNISONE,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
405,DB00861,DIFLUNISAL,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
406,DB00863,RANITIDINE,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
407,DB00864,TACROLIMUS,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
408,DB00871,TERBUTALINE,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
409,DB00881,QUINAPRIL,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O
410,DB00888,MECHLORETHAMINE,CN(CCCl)CCCl
411,DB00891,SULFAPYRIDINE,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N
412,DB00896,RIMEXOLONE,CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C
413,DB00898,ACETIC ACID,CCO
414,DB00898,ALCOHOLS,CCO
415,DB00898,ETHANOL,CCO
416,DB00898,GLYCEROL,CCO
